关系中文名称,关系英文名称,反关系中文名称,反关系英文名称,对象1中文名称,对象1英文名称,对象2中文名称,对象2英文名称
包含,includes,属于,isPartof,老客留存策略,ExistingCustomerRetentionStrategy,移动高清发展到达规模,MobileHDDevelopmentReachScale
包含,includes,属于,isPartof,老客留存策略,ExistingCustomerRetentionStrategy,云电脑发展到达规模,CloudComputerDevelopmentReachScale
包含,includes,属于,isPartof,老客留存策略,ExistingCustomerRetentionStrategy,APP客户活跃规模,ActiveAPPCustomerScale
包含,includes,属于,isPartof,老客留存策略,ExistingCustomerRetentionStrategy,APP客户渗透率,APPCustomerPenetrationRate
包含,includes,属于,isPartof,升档策略规模,UpgradingStrategyScale,三大计划参与率,ParticipationRateofThreeMajorPlans
包含,includes,属于,isPartof,升档策略规模,UpgradingStrategyScale,全球通升级计划参与客户量,NumberofParticipantsinGoToneUpgradePlan
包含,includes,属于,isPartof,升档策略规模,UpgradingStrategyScale,全球通升级计划参与率,ParticipationRateofGoToneUpgradePlan
包含,includes,属于,isPartof,升档策略规模,UpgradingStrategyScale,网龄回馈计划参与客户量,NumberofParticipantsinNetworkAgeRewardPlan
包含,includes,属于,isPartof,升档策略规模,UpgradingStrategyScale,网龄回馈计划参与率,ParticipationRateofNetworkAgeRewardPlan
包含,includes,属于,isPartof,升档策略规模,UpgradingStrategyScale,移动爱家计划参与客户量,NumberofParticipantsinMobileAijiaPlan
包含,includes,属于,isPartof,升档策略规模,UpgradingStrategyScale,移动爱家计划参与率,ParticipationRateofMobileAijiaPlan
包含,includes,属于,isPartof,挽回量,RecoveryVolume,全球通携出客户综合挽留数量,NumberofComprehensiveRetentionsforGoTonePortingOutCustomers
包含,includes,属于,isPartof,挽回量,RecoveryVolume,全球通携出客户综合挽留率,ComprehensiveRetentionRateforGoTonePortingOutCustomers
包含,includes,属于,isPartof,挽回量,RecoveryVolume,拆机综合挽留成功率,ComprehensiveRetentionSuccessRateforServiceCancellations
包含,includes,属于,isPartof,携出量,PortoutVolume,全球通携出意向规模,ScaleofGoTonePortingOutIntent
包含,includes,属于,isPartof,携出量,PortoutVolume,全球通携出意向客户占比,ProportionofGoToneCustomerswithPortingOutIntent
包含,includes,属于,isPartof,携出量,PortoutVolume,携出风险占比,ProportionofPortingOutRisk
包含,includes,属于,isPartof,携出量,PortoutVolume,全球通携出数量,NumberofGoTonePortingOutCases
包含,includes,属于,isPartof,携出量,PortoutVolume,全球通携出率,GoTonePortingOutRate
包含,includes,属于,isPartof,携出量,PortoutVolume,成员携出规模,MemberPortingOutScale
包含,includes,属于,isPartof,携出量,PortoutVolume,携出处理及时率,TimelinessRateofPortingOutProcessing
包含,includes,属于,isPartof,携出量,PortoutVolume,携出查码工单量,PortingOutCodeInquiryWorkOrderVolume
包含,includes,属于,isPartof,携出量,PortoutVolume,携出接通率,PortingOutConnectionRate
包含,includes,属于,isPartof,携出量,PortoutVolume,全球通携出客户品牌转换量,NumberofBrandConversionsAmongGoTonePortingOutCustomers
包含,includes,属于,isPartof,携出量,PortoutVolume,全球通携出客户品牌转换占比,ProportionofBrandConversionsAmongGoTonePortingOutCustomers
包含,includes,属于,isPartof,携出量,PortoutVolume,全球通异网携出规模,GlobalSystemCrossnetworkPortoutScale
包含,includes,属于,isPartof,携出量,PortoutVolume,全球通异网携出占比,ProportionofGoTonePortingOuttoOtherNetworks
包含,includes,属于,isPartof,联通携出,ChinaUnicomPortout,全球通联通携出规模,GlobalSystemChinaUnicomPortoutScale
包含,includes,属于,isPartof,联通携出,ChinaUnicomPortout,全球通联通携出占比,ProportionofGoTonePortingOuttoChinaUnicom
包含,includes,属于,isPartof,离网量,ChurnVolume,全球通离网意向客户占比,ProportionofGoToneCustomerswithChurnIntent
包含,includes,属于,isPartof,离网量,ChurnVolume,全球通离网规模,GlobalSystemChurnScale
包含,includes,属于,isPartof,离网量,ChurnVolume,全球通离网率,GoToneChurnRate
包含,includes,属于,isPartof,离网量,ChurnVolume,离网风险,DisconnectionRisk
包含,includes,属于,isPartof,大类A：规模与价值保有结果,ScaleandValueRetentionResults,中类A1：总体保有成效,OverallRetentionPerformance
包含,includes,属于,isPartof,大类A：规模与价值保有结果,ScaleandValueRetentionResults,中类A2：客户规模与结构,CustomerScaleandStructure
包含,includes,属于,isPartof,大类A：规模与价值保有结果,ScaleandValueRetentionResults,中类A3：收入与客户价值,RevenueandCustomerValue
包含,includes,属于,isPartof,大类B：价值经营与深度捆绑,ValueOperationandDeepBundling,中类B1：升降档经营,UpgradeandDowngradeOperation
包含,includes,属于,isPartof,大类B：价值经营与深度捆绑,ValueOperationandDeepBundling,中类B2：业务渗透与融合,BusinessPenetrationandConvergence
包含,includes,属于,isPartof,大类C：流失风险与客户挽留,ChurnRiskandCustomerRetention,中类C1：流失风险预警,ChurnRiskEarlyWarning
包含,includes,属于,isPartof,大类C：流失风险与客户挽留,ChurnRiskandCustomerRetention,中类C2：实际流失分析,ActualChurnAnalysis
包含,includes,属于,isPartof,大类C：流失风险与客户挽留,ChurnRiskandCustomerRetention,中类C3：挽留能力评估,RetentionCapabilityEvaluation
包含,includes,属于,isPartof,大类D：潜在需求与客户体验,PotentialDemandandCustomerExperience,中类D1：潜在客户挖掘,PotentialCustomerMining
包含,includes,属于,isPartof,大类D：潜在需求与客户体验,PotentialDemandandCustomerExperience,中类D2：商机转化与业务办理,BusinessOpportunityConversionandServiceHandling
包含,includes,属于,isPartof,大类D：潜在需求与客户体验,PotentialDemandandCustomerExperience,中类D3：客户体验与满意度,CustomerExperienceandSatisfaction
包含,includes,属于,isPartof,大类E：运营效率与策略执行,OperationalEfficiencyandStrategyExecution,中类E1：策略触达与执行,StrategyReachandExecution
包含,includes,属于,isPartof,大类E：运营效率与策略执行,OperationalEfficiencyandStrategyExecution,中类E2：服务运营效能,ServiceOperationEfficiency
包含,includes,属于,isPartof,大类E：运营效率与策略执行,OperationalEfficiencyandStrategyExecution,中类E3：到期续约管理,RenewalManagementUponExpiration
包含,includes,属于,isPartof,中类A1：总体保有成效,OverallRetentionPerformance,总客户量,TotalCustomerVolume
包含,includes,属于,isPartof,中类A1：总体保有成效,OverallRetentionPerformance,全球通规模保有率,GlobalSystemRetentionRate
包含,includes,属于,isPartof,中类A1：总体保有成效,OverallRetentionPerformance,总客户影响,TotalCustomerImpact
包含,includes,属于,isPartof,中类A2：客户规模与结构,CustomerScaleandStructure,全球通总客户数量,TotalGlobalSystemCustomerCount
包含,includes,属于,isPartof,中类A2：客户规模与结构,CustomerScaleandStructure,全球通总客户占比,ProportionofTotalGoToneCustomers
包含,includes,属于,isPartof,中类A2：客户规模与结构,CustomerScaleandStructure,全球通客户流量使用总量,TotalDataUsageofGoToneCustomers
包含,includes,属于,isPartof,中类A1：总体保有成效,OverallRetentionPerformance,全球通新客数量,NewGlobalSystemCustomerCount
包含,includes,属于,isPartof,中类A1：总体保有成效,OverallRetentionPerformance,全球通新客占比,ProportionofNewGoToneCustomers
包含,includes,属于,isPartof,中类D3：客户体验与满意度,CustomerExperienceandSatisfaction,开新降/销/拆旧,NewActivationDowngradeCancellationDisconnectionofOldServices
包含,includes,属于,isPartof,中类A1：总体保有成效,OverallRetentionPerformance,全球通老客数量,ExistingGlobalSystemCustomerCount
包含,includes,属于,isPartof,中类A1：总体保有成效,OverallRetentionPerformance,全球通老客占比,ProportionofExistingGoToneCustomers
包含,includes,属于,isPartof,中类A1：总体保有成效,OverallRetentionPerformance,出账客户到达规模,BillingCustomerReachScale
包含,includes,属于,isPartof,中类A1：总体保有成效,OverallRetentionPerformance,出账客户净增,NetIncreaseinBillingCustomers
包含,includes,属于,isPartof,中类D1：潜在客户挖掘,PotentialCustomerMining,全球通宽带潜在客户数,PotentialGlobalSystemBroadbandCustomers
包含,includes,属于,isPartof,中类D1：潜在客户挖掘,PotentialCustomerMining,全球通宽带潜在客户占比,ProportionofPotentialGoToneBroadbandCustomers
包含,includes,属于,isPartof,中类D1：潜在客户挖掘,PotentialCustomerMining,新号无宽带客户规模量,ScaleofNewNumberCustomersWithoutBroadband
包含,includes,属于,isPartof,中类D1：潜在客户挖掘,PotentialCustomerMining,中高饱和无宽带,MediumHighSaturationWithoutBroadband
包含,includes,属于,isPartof,中类D1：潜在客户挖掘,PotentialCustomerMining,全球通权益潜在客户数,PotentialGlobalSystemPrivilegeCustomers
包含,includes,属于,isPartof,中类D1：潜在客户挖掘,PotentialCustomerMining,全球通权益潜在客户占比,ProportionofPotentialGoToneBenefitCustomers
包含,includes,属于,isPartof,中类D1：潜在客户挖掘,PotentialCustomerMining,低饱和无权益,LowSaturationWithoutBenefits
包含,includes,属于,isPartof,中类D1：潜在客户挖掘,PotentialCustomerMining,全球通终端潜在客户数,PotentialGlobalSystemTerminalCustomers
包含,includes,属于,isPartof,中类D1：潜在客户挖掘,PotentialCustomerMining,全球通终端潜在客户占比,ProportionofPotentialGoToneTerminalCustomers
包含,includes,属于,isPartof,中类D1：潜在客户挖掘,PotentialCustomerMining,存号无宽客户规模量,ScaleofRetainedNumberCustomersWithoutBroadband
包含,includes,属于,isPartof,中类D1：潜在客户挖掘,PotentialCustomerMining,终端换机潜在需求客户,CustomerswithPotentialDemandforTerminalReplacement
包含,includes,属于,isPartof,中类D1：潜在客户挖掘,PotentialCustomerMining,十年以上网龄客户,CustomerswithMoreThan10YearsofNetworkAge
包含,includes,属于,isPartof,中类D1：潜在客户挖掘,PotentialCustomerMining,两年以上未换机客户,CustomersWhoHaveNotReplacedTerminalsforMoreThan2Years
包含,includes,属于,isPartof,中类D1：潜在客户挖掘,PotentialCustomerMining,终端可营销客户,MarketableTerminalCustomers
包含,includes,属于,isPartof,中类D1：潜在客户挖掘,PotentialCustomerMining,智家硬件偏好需求客户,CustomerswithPreferenceforSmartHomeHardware
包含,includes,属于,isPartof,中类D1：潜在客户挖掘,PotentialCustomerMining,云电脑偏好客户,CustomerswithPreferenceforCloudComputers
包含,includes,属于,isPartof,中类D1：潜在客户挖掘,PotentialCustomerMining,安防偏好客户,CustomerswithPreferenceforSecurityProducts
包含,includes,属于,isPartof,中类D1：潜在客户挖掘,PotentialCustomerMining,网络优化偏好客户,CustomerswithPreferenceforNetworkOptimization
包含,includes,属于,isPartof,中类D1：潜在客户挖掘,PotentialCustomerMining,门锁类偏好客户,CustomerswithPreferenceforDoorLockProducts
包含,includes,属于,isPartof,中类D1：潜在客户挖掘,PotentialCustomerMining,康养类偏好客户,CustomerswithPreferenceforHealthCareProducts
包含,includes,属于,isPartof,中类D1：潜在客户挖掘,PotentialCustomerMining,宠物类需求客户,CustomerswithDemandforPetRelatedProducts
包含,includes,属于,isPartof,中类D2：商机转化与业务办理,BusinessOpportunityConversionandServiceHandling,热线商机甩单工单数量,NumberofHotlineBusinessOpportunityTransferWorkOrders
包含,includes,属于,isPartof,中类D2：商机转化与业务办理,BusinessOpportunityConversionandServiceHandling,热线商机甩单处理率,ProcessingRateofHotlineBusinessOpportunityTransfers
包含,includes,属于,isPartof,中类D2：商机转化与业务办理,BusinessOpportunityConversionandServiceHandling,意图商机识别工单数量,NumberofIntentionalBusinessOpportunityIdentificationWorkOrders
包含,includes,属于,isPartof,中类D2：商机转化与业务办理,BusinessOpportunityConversionandServiceHandling,意图商机识别处理率,ProcessingRateofIntentionalBusinessOpportunityIdentification
包含,includes,属于,isPartof,中类D2：商机转化与业务办理,BusinessOpportunityConversionandServiceHandling,宽带质量差移机无覆盖等,PoorBroadbandQualityandRelocationWithoutCoverage
包含,includes,属于,isPartof,中类E1：策略触达与执行,StrategyReachandExecution,宽带类策略数量,NumberofBroadbandRelatedStrategies
包含,includes,属于,isPartof,中类E1：策略触达与执行,StrategyReachandExecution,宽带类触达量,BroadbandRelatedReachVolume
包含,includes,属于,isPartof,中类B2：业务渗透与融合,BusinessPenetrationandConvergence,宽带新增,NewBroadbandSubscriptions
包含,includes,属于,isPartof,中类B2：业务渗透与融合,BusinessPenetrationandConvergence,云宽带,CloudBroadband
包含,includes,属于,isPartof,中类B2：业务渗透与融合,BusinessPenetrationandConvergence,全球通宽带渗透率,GoToneBroadbandPenetrationRate
包含,includes,属于,isPartof,中类B2：业务渗透与融合,BusinessPenetrationandConvergence,固移融合率,FixedMobileConvergenceRate
包含,includes,属于,isPartof,中类B2：业务渗透与融合,BusinessPenetrationandConvergence,存宽迁移客户规模量,ScaleofExistingBroadbandMigrationCustomers
包含,includes,属于,isPartof,中类B2：业务渗透与融合,BusinessPenetrationandConvergence,云宽迁移,CloudBroadbandMigration
包含,includes,属于,isPartof,中类A2：客户规模与结构,CustomerScaleandStructure,全球通客户宽带客户数,NumberofGlobalSystemBroadbandCustomers
包含,includes,属于,isPartof,中类B2：业务渗透与融合,BusinessPenetrationandConvergence,高价值权益发展,DevelopmentofHighValueBenefits
包含,includes,属于,isPartof,中类B2：业务渗透与融合,BusinessPenetrationandConvergence,高价值权益潜在需求客户,CustomerswithPotentialDemandforHighValueBenefits
包含,includes,属于,isPartof,中类A2：客户规模与结构,CustomerScaleandStructure,99PLUS规模,99PLUSPlanScale
包含,includes,属于,isPartof,中类B2：业务渗透与融合,BusinessPenetrationandConvergence,全球通客户权益融合率,GoToneCustomerBenefitConvergenceRate
包含,includes,属于,isPartof,中类B2：业务渗透与融合,BusinessPenetrationandConvergence,权益渗透率,BenefitPenetrationRate
包含,includes,属于,isPartof,中类B2：业务渗透与融合,BusinessPenetrationandConvergence,权益渗透客户规模,ScaleofBenefitPenetratedCustomers
包含,includes,属于,isPartof,中类A3：收入与客户价值,RevenueandCustomerValue,全球通权益活跃度,GoToneBenefitActivityRate
包含,includes,属于,isPartof,中类A3：收入与客户价值,RevenueandCustomerValue,权益活跃客户规模,ScaleofActiveBenefitCustomers
包含,includes,属于,isPartof,中类E1：策略触达与执行,StrategyReachandExecution,权益类策略数量,NumberofBenefitRelatedStrategies
包含,includes,属于,isPartof,中类E1：策略触达与执行,StrategyReachandExecution,权益类触达量,BenefitRelatedReachVolume
包含,includes,属于,isPartof,中类A2：客户规模与结构,CustomerScaleandStructure,全球通客户权益客户数,NumberofGlobalSystemPrivilegeCustomers
包含,includes,属于,isPartof,中类A3：收入与客户价值,RevenueandCustomerValue,全球通融合客户规模,GlobalSystemConvergedCustomerScale
包含,includes,属于,isPartof,中类A3：收入与客户价值,RevenueandCustomerValue,全球通融合客户占比,ProportionofGoToneConvergedCustomers
包含,includes,属于,isPartof,中类B2：业务渗透与融合,BusinessPenetrationandConvergence,全球通客户宽带客户融合率,GoToneCustomerBroadbandCustomerConvergenceRate
包含,includes,属于,isPartof,中类B2：业务渗透与融合,BusinessPenetrationandConvergence,有效融合率,EffectiveConvergenceRate
包含,includes,属于,isPartof,中类B2：业务渗透与融合,BusinessPenetrationandConvergence,全球通客户宽移融合率,GoToneCustomerBroadbandMobileConvergenceRate
包含,includes,属于,isPartof,中类B2：业务渗透与融合,BusinessPenetrationandConvergence,固移融合资费侵扰,FixedMobileConvergenceTariffIntrusion
包含,includes,属于,isPartof,中类B2：业务渗透与融合,BusinessPenetrationandConvergence,全球通客户终端客户融合率,GoToneCustomerTerminalCustomerConvergenceRate
包含,includes,属于,isPartof,中类E1：策略触达与执行,StrategyReachandExecution,终端硬件类策略数量,NumberofTerminalHardwareRelatedStrategies
包含,includes,属于,isPartof,中类E1：策略触达与执行,StrategyReachandExecution,终端硬件类触达量,TerminalHardwareRelatedReachVolume
包含,includes,属于,isPartof,中类B2：业务渗透与融合,BusinessPenetrationandConvergence,终端硬件融合率,TerminalHardwareConvergenceRate
包含,includes,属于,isPartof,中类A2：客户规模与结构,CustomerScaleandStructure,全球通客户终端客户数,NumberofGlobalSystemTerminalCustomers
包含,includes,属于,isPartof,中类D1：潜在客户挖掘,PotentialCustomerMining,视频偏好客户,CustomerswithPreferenceforVideoServices
包含,includes,属于,isPartof,中类D1：潜在客户挖掘,PotentialCustomerMining,音乐偏好客户,CustomerswithPreferenceforMusicServices
包含,includes,属于,isPartof,中类D1：潜在客户挖掘,PotentialCustomerMining,餐饮美食偏好客户,CustomerswithPreferenceforCateringandFood
包含,includes,属于,isPartof,中类D1：潜在客户挖掘,PotentialCustomerMining,购物商超偏好客户,CustomerswithPreferenceforShoppingMallsandSupermarkets
包含,includes,属于,isPartof,中类D1：潜在客户挖掘,PotentialCustomerMining,出行偏好客户,CustomerswithPreferenceforTravelServices
包含,includes,属于,isPartof,中类D1：潜在客户挖掘,PotentialCustomerMining,权益未活跃客户,InactiveBenefitCustomers
包含,includes,属于,isPartof,中类B1：升降档经营,UpgradeandDowngradeOperation,全球通升档规模,GlobalSystemUpgradeScale
包含,includes,属于,isPartof,中类B1：升降档经营,UpgradeandDowngradeOperation,全球通升档率,GoToneUpgradingRate
包含,includes,属于,isPartof,中类B1：升降档经营,UpgradeandDowngradeOperation,全球通降档规模,GlobalSystemDowngradeScale
包含,includes,属于,isPartof,中类B1：升降档经营,UpgradeandDowngradeOperation,全球通降档率,GoToneDowngradingRate
包含,includes,属于,isPartof,中类B1：升降档经营,UpgradeandDowngradeOperation,全球通降档总数量,TotalNumberofGoToneDowngrades
包含,includes,属于,isPartof,中类B1：升降档经营,UpgradeandDowngradeOperation,全球通总降档率,TotalGoToneDowngradingRate
包含,includes,属于,isPartof,中类B1：升降档经营,UpgradeandDowngradeOperation,全球通降档一降到底数量,NumberofGoToneFullDowngradeCases
包含,includes,属于,isPartof,中类B1：升降档经营,UpgradeandDowngradeOperation,全球通降档一降到底降档率,GoToneFullDowngradeRate
包含,includes,属于,isPartof,中类B1：升降档经营,UpgradeandDowngradeOperation,升降档比,UpgradingDowngradingRatio
包含,includes,属于,isPartof,中类B1：升降档经营,UpgradeandDowngradeOperation,降档意向客户,CustomerswithDowngradeIntent
包含,includes,属于,isPartof,中类B1：升降档经营,UpgradeandDowngradeOperation,降档风险,DowngradeRisk
包含,includes,属于,isPartof,中类B1：升降档经营,UpgradeandDowngradeOperation,降档损收,RevenueLossfromDowngrades
包含,includes,属于,isPartof,中类A1：总体保有成效,OverallRetentionPerformance,全球通老客留存数量,NumberofRetainedExistingGoToneCustomers
包含,includes,属于,isPartof,中类A1：总体保有成效,OverallRetentionPerformance,全球通老客留存占比,ProportionofRetainedExistingGoToneCustomers
包含,includes,属于,isPartof,中类A2：客户规模与结构,CustomerScaleandStructure,通信客户到达规模,CommunicationCustomerReachScale
包含,includes,属于,isPartof,中类A2：客户规模与结构,CustomerScaleandStructure,通信客户净增,NetIncreaseinCommunicationCustomers
包含,includes,属于,isPartof,中类C1：流失风险预警,ChurnRiskEarlyWarning,全球通老客流失数量,ExistingGlobalSystemCustomerChurnCount
包含,includes,属于,isPartof,中类C1：流失风险预警,ChurnRiskEarlyWarning,全球通老客流失占比,ProportionofChurnedExistingGoToneCustomers
包含,includes,属于,isPartof,中类C1：流失风险预警,ChurnRiskEarlyWarning,合约到期反弹,ReboundAfterContractExpiration
包含,includes,属于,isPartof,中类A1：总体保有成效,OverallRetentionPerformance,总收入,TotalRevenue
包含,includes,属于,isPartof,中类A1：总体保有成效,OverallRetentionPerformance,收入保有率,RevenueRetentionRate
包含,includes,属于,isPartof,中类A1：总体保有成效,OverallRetentionPerformance,保拓比,RetentionDevelopmentRatio
包含,includes,属于,isPartof,中类A1：总体保有成效,OverallRetentionPerformance,总收入影响,TotalRevenueImpact
包含,includes,属于,isPartof,中类A2：客户规模与结构,CustomerScaleandStructure,全球通总收入,TotalGlobalSystemRevenue
包含,includes,属于,isPartof,中类A2：客户规模与结构,CustomerScaleandStructure,全球通总收入占比,ProportionofTotalGoToneRevenue
包含,includes,属于,isPartof,中类A1：总体保有成效,OverallRetentionPerformance,全球通老客户ARPU,ARPUofExistingGoToneCustomers
包含,includes,属于,isPartof,中类A1：总体保有成效,OverallRetentionPerformance,全球通老客户收入占比,RevenueContributionRateofExistingGlobalSystemCustomers
包含,includes,属于,isPartof,中类A1：总体保有成效,OverallRetentionPerformance,出账客户ARPU,ARPUofBillingCustomers
包含,includes,属于,isPartof,中类A1：总体保有成效,OverallRetentionPerformance,出账客户份额,BillingCustomerShare
包含,includes,属于,isPartof,中类A3：收入与客户价值,RevenueandCustomerValue,全球通宽带客户ARPU,ARPUofGoToneBroadbandCustomers
包含,includes,属于,isPartof,中类A3：收入与客户价值,RevenueandCustomerValue,全球通宽带客户收入占比,RevenueContributionRateofGlobalSystemBroadbandCustomers
包含,includes,属于,isPartof,中类A3：收入与客户价值,RevenueandCustomerValue,全球通权益客户ARPU,ARPUofGoToneBenefitCustomers
包含,includes,属于,isPartof,中类A3：收入与客户价值,RevenueandCustomerValue,全球通权益客户收入占比,RevenueContributionRateofGlobalSystemPrivilegeCustomers
包含,includes,属于,isPartof,中类A3：收入与客户价值,RevenueandCustomerValue,全球通融合客户ARPU,ARPUofGoToneConvergedCustomers
包含,includes,属于,isPartof,中类A3：收入与客户价值,RevenueandCustomerValue,全球通融合客户收入占比,RevenueContributionRateofGlobalSystemConvergedCustomers
包含,includes,属于,isPartof,中类A3：收入与客户价值,RevenueandCustomerValue,全球通终端客户ARPU,ARPUofGoToneTerminalCustomers
包含,includes,属于,isPartof,中类A3：收入与客户价值,RevenueandCustomerValue,全球通终端客户收入占比,RevenueContributionRateofGlobalSystemTerminalCustomers
包含,includes,属于,isPartof,中类B1：升降档经营,UpgradeandDowngradeOperation,月均升档客户提升金额（元）,AverageMonthlyRevenueIncreaseperUpgradedCustomer_RMB
包含,includes,属于,isPartof,中类B1：升降档经营,UpgradeandDowngradeOperation,月均一降到底单客户提升金额,AverageMonthlyRevenueChangeperFullDowngradeCustomer
包含,includes,属于,isPartof,中类B1：升降档经营,UpgradeandDowngradeOperation,一降到底损收,RevenueLossfromFullDowngrades
包含,includes,属于,isPartof,中类B1：升降档经营,UpgradeandDowngradeOperation,月均降档单客户提升金额,AverageMonthlyRevenueChangeperDowngradedCustomer
包含,includes,属于,isPartof,中类B1：升降档经营,UpgradeandDowngradeOperation,降档金额,DowngradeAmount
包含,includes,属于,isPartof,中类B1：升降档经营,UpgradeandDowngradeOperation,单客容降档金额,MaximumAllowableDowngradeAmountperCustomer
包含,includes,属于,isPartof,中类A1：总体保有成效,OverallRetentionPerformance,全球通老客户留存ARPU,RetainedARPUofExistingGoToneCustomers
包含,includes,属于,isPartof,中类A1：总体保有成效,OverallRetentionPerformance,全球通老客户留存收入占比,ProportionofRetentionRevenuefromExistingGoToneCustomers
包含,includes,属于,isPartof,中类C1：流失风险预警,ChurnRiskEarlyWarning,全球通老客流失ARPU,ARPUofChurnedExistingGoToneCustomers
包含,includes,属于,isPartof,中类C1：流失风险预警,ChurnRiskEarlyWarning,全球通老客流失收入占比,ProportionofChurnRevenuefromExistingGoToneCustomers
包含,includes,属于,isPartof,中类A3：收入与客户价值,RevenueandCustomerValue,全球通超套客户ARPU,ARPUofGoToneOverPackageCustomers
包含,includes,属于,isPartof,中类A3：收入与客户价值,RevenueandCustomerValue,全球通超套客户收入占比,ProportionofRevenuefromGoToneOverPackageCustomers
包含,includes,属于,isPartof,中类C2：实际流失分析,ActualChurnAnalysis,当月携出单容损失金额,MonthlyPerCustomerRevenueLossfromPortingOut
包含,includes,属于,isPartof,中类C2：实际流失分析,ActualChurnAnalysis,全球通携出金额,GlobalPortingOutAmount
包含,includes,属于,isPartof,中类C2：实际流失分析,ActualChurnAnalysis,拆机金额,ServiceCancellationAmount
包含,includes,属于,isPartof,中类C1：流失风险预警,ChurnRiskEarlyWarning,当月离网单容损失金额,MonthlyPerCustomerRevenueLossfromChurn
包含,includes,属于,isPartof,中类C1：流失风险预警,ChurnRiskEarlyWarning,全球通超套客户规模,ScaleofGoToneOverPackageCustomers
包含,includes,属于,isPartof,中类C1：流失风险预警,ChurnRiskEarlyWarning,手机上网流量份额,MobileDataUsageShare
包含,includes,属于,isPartof,中类C1：流失风险预警,ChurnRiskEarlyWarning,流量饱和度,DataUsageSaturationRate
包含,includes,属于,isPartof,中类C1：流失风险预警,ChurnRiskEarlyWarning,超套客户占比,ProportionofOverPackageCustomers
包含,includes,属于,isPartof,中类C1：流失风险预警,ChurnRiskEarlyWarning,超套风险客户低频高额,HighValueLowFrequencyOverPackageRiskCustomers
包含,includes,属于,isPartof,中类C1：流失风险预警,ChurnRiskEarlyWarning,超套风险客户高频高额,HighValueHighFrequencyOverPackageRiskCustomers
包含,includes,属于,isPartof,中类C1：流失风险预警,ChurnRiskEarlyWarning,超套风险客户低频低额,LowValueLowFrequencyOverPackageRiskCustomers
包含,includes,属于,isPartof,中类C1：流失风险预警,ChurnRiskEarlyWarning,超套风险客户高频低额,LowValueHighFrequencyOverPackageRiskCustomers
包含,includes,属于,isPartof,中类E1：策略触达与执行,StrategyReachandExecution,超套客户归位策略数量,NumberofOverPackageCustomerReorientationStrategies
包含,includes,属于,isPartof,中类E1：策略触达与执行,StrategyReachandExecution,超套客户触达量,OverPackageCustomerReachVolume
包含,includes,属于,isPartof,中类E1：策略触达与执行,StrategyReachandExecution,超套归位主套餐类,MainPackageReorientationforOverPackageCustomers
包含,includes,属于,isPartof,中类E1：策略触达与执行,StrategyReachandExecution,超套归位流量包类,DataPackageReorientationforOverPackageCustomers
包含,includes,属于,isPartof,中类B2：业务渗透与融合,BusinessPenetrationandConvergence,智家办理量,SmartHomeServiceSubscriptionVolume
包含,includes,属于,isPartof,中类B2：业务渗透与融合,BusinessPenetrationandConvergence,终端硬件办理量,TerminalHardwareSubscriptionVolume
包含,includes,属于,isPartof,中类D3：客户体验与满意度,CustomerExperienceandSatisfaction,全球通客户满意度,GoToneCustomerSatisfaction
包含,includes,属于,isPartof,中类D3：客户体验与满意度,CustomerExperienceandSatisfaction,全球通融合客户满意度,GoToneConvergedCustomerSatisfaction
包含,includes,属于,isPartof,中类D3：客户体验与满意度,CustomerExperienceandSatisfaction,全球通宽带客户满意度,GoToneBroadbandCustomerSatisfaction
包含,includes,属于,isPartof,中类D3：客户体验与满意度,CustomerExperienceandSatisfaction,全球通宽带大网满意度,GoToneBroadbandNetworkSatisfaction
包含,includes,属于,isPartof,中类D3：客户体验与满意度,CustomerExperienceandSatisfaction,全球通权益客户满意度,GoToneBenefitCustomerSatisfaction
包含,includes,属于,isPartof,中类D3：客户体验与满意度,CustomerExperienceandSatisfaction,全球通终端客户满意度,GoToneTerminalCustomerSatisfaction
包含,includes,属于,isPartof,中类D3：客户体验与满意度,CustomerExperienceandSatisfaction,全球通整体大网满意度,OverallGoToneNetworkSatisfaction
包含,includes,属于,isPartof,中类D3：客户体验与满意度,CustomerExperienceandSatisfaction,全球通手机满意度,GoToneMobilePhoneSatisfaction
包含,includes,属于,isPartof,中类D3：客户体验与满意度,CustomerExperienceandSatisfaction,全球通手机上网大网满意度,GoToneMobileDataNetworkSatisfaction
包含,includes,属于,isPartof,中类D3：客户体验与满意度,CustomerExperienceandSatisfaction,全球通营销宣传满意度,GoToneMarketingandPromotionSatisfaction
包含,includes,属于,isPartof,中类D3：客户体验与满意度,CustomerExperienceandSatisfaction,全球通营销宣传大网满意度,GoToneMarketingandPromotionNetworkSatisfaction
包含,includes,属于,isPartof,中类D3：客户体验与满意度,CustomerExperienceandSatisfaction,网络质量不好,PoorNetworkQuality
包含,includes,属于,isPartof,中类D3：客户体验与满意度,CustomerExperienceandSatisfaction,服务不满,DissatisfactionwithServices
包含,includes,属于,isPartof,中类D3：客户体验与满意度,CustomerExperienceandSatisfaction,离京出国,DeparturefromBeijing_Abroad
包含,includes,属于,isPartof,中类E2：服务运营效能,ServiceOperationEfficiency,查码工单量,CodeInquiryWorkOrderVolume
包含,includes,属于,isPartof,中类E2：服务运营效能,ServiceOperationEfficiency,接通率,ConnectionRate
包含,includes,属于,isPartof,中类E2：服务运营效能,ServiceOperationEfficiency,及时率,TimelinessRate
